content,final_category,target,predicted_target
"Якщо ви хочете побачити Львів з вершини, підніміться на вежу Собору. Невелика комісія в 20 грн (за 2017 рік) і хороша кількість кроків, щоб отримати гарні фото згори.",Suggestion / Idea,neutral,neutral
"Як завжди, в подібних державних установах, ніхто нічого не знає, корони не знімають.",Complaint / Dissatisfaction,negative,negative
"Дуже гарний педагогічний колектив, завжди допоможе в різних навчальних та життєвих ситуаціях.",Gratitude / Positive Feedback,positive,positive
"Хочу подякувати Судді Савенко О.М, секретарю Шмунь Н.В.Які вели мою справу.Бажаю незмінних принципів справедливості і неупередженості, бездоганної діяльності і великих успіхів,абсолютної удачі в житті і високої репутації, міцного здоров'я і бравих сил.Нехай правосуддя завжди торжествує, нехай закон і чесність правлять країною.",Gratitude / Positive Feedback,positive,positive
"Відсудили півкулю лівого яйця моєї бабусі, стежте за суддею
(by RamZames)",Complaint / Dissatisfaction,negative,positive
"Була на консультації у ВАЛЕРІЇ ЮРІЇВНИ  по питанню виплат.Дуже вдячна за консультацію,гарне обслуговування",Gratitude / Positive Feedback,positive,positive
"хпішники радіють життю лише тоді, коли вони забирають звідси документи)))",Complaint / Dissatisfaction,negative,negative
"Звертався на днях до валерії олексіївни за консультацією, все доступно та швидко обяснили)",Gratitude / Positive Feedback,positive,positive
"Доброго дня!
Дитячий  садок ""Берізка"" чудовий заклад! Син із задоволенням його відвідує, а ввечері розповідає чим займались впродовж дня. Вихователі уважні, тактовні, ніяких…",Gratitude / Positive Feedback,positive,positive
"Закінчив у 2010 році. Технікум добрий, дуже багато відмінних викладачів. Знання ""розжовують"" так, що навіть ледар сам того не бажаючи вивчить. Матеріал подають зрозуміло, видно старання цих добрих викладачів. Як то кажуть, було б лише…",Gratitude / Positive Feedback,positive,positive
"Дуже класне місце! Вхід на територію вільний і це чудово, бо за університетом є розкішний парк, у якому багато цікавих та рідкісних рослин, а також живуть білочки. Парк чистий і доглянутий. Всередину університету можна потрапити лише з екскурсоводом.",Gratitude / Positive Feedback,positive,positive
"Швидко, уважно, професійно, до дівчат-операторів питань нуль - все чудово, враження змастилося через те, що сума на сайті виявилася майже на третину меншою за ту, яка була за фактом сплачена.",Complaint / Dissatisfaction,negative,negative
"Дякую персоналу за професійність та швидкість надання послуг!
Оператори ввічливі, привітні і йдуть на зустріч за для комфорту клієнтів!",Gratitude / Positive Feedback,positive,positive
З вежі ратуші відкривається фантастичний вид на місто. Воно того варте.,Gratitude / Positive Feedback,positive,positive
Був у Романа Володимировича консультацією задовооений. Дякую,Gratitude / Positive Feedback,positive,positive
"Чудова школа, дитина ходить із задоволенням. Дякуємо викладачу Ілоні!",Gratitude / Positive Feedback,positive,positive
"Все сподобалося, потрапила до адміністратора Наталії Миколаївни. Людина знаходиться на своєму місці, дуже уважний та компетентний співробітник. Допомогла заповнити заяву, пояснила все чітко та ясно, питань не залишилася. Більше б таких співробітників!",Gratitude / Positive Feedback,positive,positive
Все зрозуміло і прозоро. Допомогають в будь якому питанні. Консультують і підказують. Колектив молодці.,Gratitude / Positive Feedback,positive,positive
Дякую цантру правової допомоги та Олександру Павловичу!,Gratitude / Positive Feedback,positive,positive
"Повна не повага до людей, додзвониться не реально. Прийшло смс, що паспорт готовий, але видавати його відмовилися, оскільки у них проблеми з сервісом. Наперед ніхто не попереджає, гроші на вітер. Не раджу, обдирання.",Complaint / Dissatisfaction,negative,negative
"Навчаюся в академії другий рік. Якщо Ви захоплюєтеся IT - сферою, то вам у КРОК. Викладачі зрозуміло та зрозуміло пояснюють матеріал. А найголовніше, дуже цікаво та цікаво. Рекомендую.",Gratitude / Positive Feedback,positive,positive
"Красива архітектура та ландшафтний дизайн на території та в прилеглому парку. Тішить, що за місцем стежать.",Gratitude / Positive Feedback,positive,positive
"Намагався погуляти територією.
Охоронці сказали, що з особи 50 грн. Дав гроші. Вони автоматом приватбанку проімітували мою ідентифікацію, але гроші в банкомат не закинули, ""замовляючи зуби"".…",Complaint / Dissatisfaction,negative,negative
Все супер! Здала з другого разу практичний іспит. Все швидко і професійно.,Gratitude / Positive Feedback,positive,positive
"Був на консультації у Валерії Павлівни, все чудово!",Gratitude / Positive Feedback,positive,positive
Дуже оперативна робота.Закордоннтй паспорт зробили швидко.Працівники ввічливі.,Gratitude / Positive Feedback,positive,positive
"Неможливо додзвонитися! І це тільки основний номер, дзвонили ще півдня на відділ який відповідає за,, адміністративні послуги,, і,, біометричні паспорти,,! Навіщо писати телефони, якщо додзвонитися не можна!",Complaint / Dissatisfaction,negative,negative
"Уважно вислухали, тлумачно пояснили... Дякую!
З повагою Радченко Ліана Анатоліївна",Gratitude / Positive Feedback,positive,positive
"Багато порожніх обіцянок, створення видимості діяльності. Сподіваюся, новий губернатор виведе адміністрацію на новий рівень",Complaint / Dissatisfaction,negative,positive
"Навчатися тут вважається престижним.
не гребують хабарами. Територія обагороджена.",Neutral Comment,neutral,positive
"Чудове місце повне своїх історій, світлих і темних закутків. Велична архітектура та неймовірне поєднання фарб. Величезні старі дерева парку занурюють у свою атмосферу. Цікава екскурсія по аудиторіях та внутрішніх каплицях.",Gratitude / Positive Feedback,positive,positive
"Якщо Чернівці - це перлина Буковини - чо Університет - перлина Чернівців! Архітектура вражає, і захоплює уяву надовго. Вхід платний, як і екскурсії, проте не завжди. Університет діючий(як навчальний заклад), проте це вже інша історія!  Рекомендую!",Gratitude / Positive Feedback,positive,positive
"Я задоволена навчанням в IT STEP! Вчитель завжди готовий допомогти і пояснити матеріал, якщо щось не відразу зрозуміло. Навчальна програма цікава і сучасна, що допомагає мені не тільки отримувати знання, але і розвивати навички, необхідні в ІТ-сфері. Рекомендую!",Gratitude / Positive Feedback,positive,positive
"Робив тату у вашому салоні , все на вищому рівні , обслуговування , спілкування з клієнтами , атмосфера неймовірна , обов'язково повернусь ще♥️",Gratitude / Positive Feedback,positive,positive
"Зовні враження прекрасні, університет має досить високий рейтинг в західному регіоні,гарний архітектурний ансамбль",Gratitude / Positive Feedback,positive,positive
"Підкажіть будь ласка , дане тестування для повністю зруйнованого майна?",Question / Request for Help,neutral,neutral
Допомогли у рішенні проблеми невиконання обовʼязків Чугуївського РАГС,Gratitude / Positive Feedback,positive,negative
"адміністрація студмістечка прорвала дно, виселяючи 3,4,5 і 6 курс, через невідомі причини, обґрунтовуючи це тим, що багато першокурсників.Першокурсники це не причина, нам також треба десь жити! Ми всі студенти і всім десь треба жити, а не…",Complaint / Dissatisfaction,negative,negative
"Вартує відвідати! Вхід платний,50 грн по території, якщо замовити екскурсовода, тоді проведуть екскурсію в середині, воно того варте, коштує 60 грн(група більше 10 осіб).",Gratitude / Positive Feedback,positive,neutral
Навчаюся в ньому набагато краще ніж у школі хороші викладачі,Gratitude / Positive Feedback,positive,positive
"Безлад, хамовитий персонал на рецепції і черги страшенні. Позитивне- тепле, гарне приміщення",Complaint / Dissatisfaction,negative,positive
"Працюють напрочуд швидко і без проблем, або просто мені так пощастило))",Gratitude / Positive Feedback,positive,positive
Доброго дня скажіть будь ласка ваш надійний індекс укр почти дякую,Question / Request for Help,neutral,neutral
"Дуже гарне місце, шкода що екскурсію тривати не дуже довго, видно що екскурсовод поспішає щоб побільше груп за день обробити :(
Сам університет дуже гарний, також варто зазирнути в чудовий ботанічний сад за універом, там можна відпочити та наробити ще кілька сотень фотографій.",Complaint / Dissatisfaction,negative,neutral
"Кантора,провчився 4 роки і майже все вирішували взятки,хоч сам і не платив ніколи. Ну й на магістратуру на деякі факультети не реально потрапити на бюджет аж поки не заплатиш",Complaint / Dissatisfaction,negative,negative
"Записались на пірсинг за три дні наперед, прийшли, виявилось, що немає прикрас і запис не підтверджено. Рівень жах",Complaint / Dissatisfaction,negative,negative
"Ми ходимо в цю школу, дитина дуже задоволена, всі заняття дуже подобаються! Дочка хоче ходити до школи, це чудово, що є таке бажання, і це завдяки викладачам! Дякую!",Gratitude / Positive Feedback,positive,positive
"Гарна архітектура університету ззовні, всередині не побачили, оскільки, без екскурсовода всередину приміщення не запускають, хоча нами було заплачено за екскурсійне супроводження згідно тарифам, що вказані при вході. На запитання до…",Complaint / Dissatisfaction,negative,negative
"Замовляв оцінку квартири у цієї фірми. Залишився задоволений, зробили швидко, ціна теж порадувала.",Gratitude / Positive Feedback,positive,positive
"Був на консультації у Олександра Володимировича, з питань фінансового права , консультацією задоволений",Gratitude / Positive Feedback,positive,positive
"Прекрасні викладачі, особливо Пасічник, Євтушенко та Посвістак)",Gratitude / Positive Feedback,positive,positive
Потрібна була оцінка корпоративних прав на продаж. Компанія Дельта-Консалтинг чудово впоралася з цим завданням. Завдяки оцінювачам Дельта-Консалтинг угода з продажу корпоративних прав пройшла чітко та коректно.,Gratitude / Positive Feedback,positive,positive
"Доводилося звертатися декілька разів за 2019-2020 рік.
З плюсів - ввічливий адміністратор, можливість записатися по телефону, швидке обслуговування експертом у домовлений час.…",Gratitude / Positive Feedback,positive,positive
"Хамство та рукоприкладство від ЗавХозу вражає. На запитання хто він, відповідь ""не ваша справа"" просто вбив, вразив на повал.",Complaint / Dissatisfaction,negative,negative
Чудове місце!!!! Хогвартс точно з нього малювали) Дуже красивий!!!!!,Gratitude / Positive Feedback,positive,positive
Після короткої (30 хв) та недорогої (40гр.) екскурсії було дуже приємно поблукати парком університету.,Gratitude / Positive Feedback,positive,positive
"В цілому нормальний сервіс, чекати в черзі довго, поки це єдиний мінус!",Complaint / Dissatisfaction,negative,negative
Дякуємо за приємне та термінове обслуговування та чуйність працівників.,Gratitude / Positive Feedback,positive,positive
"Дуже подобаються заняття у цій комп'ютерній академії! Пояснення кожної теми завжди є зрозумілим для мене. Якщо є якісь складнощі, то викладач завжди підійде та допоможе у вирішенні будь-якої проблеми! Іноді перед початком уроків проводяться…",Gratitude / Positive Feedback,positive,positive
Місто Запоріжжя супер але треба його покращити пам'ятки Фестивальна та площа Козацька колишня площа Леніна,Suggestion / Idea,neutral,neutral
Доброго дня. Переоформлення пройшло швидко в без проблем. Дякую робітникам сервісу!,Gratitude / Positive Feedback,positive,positive
"Школа непогана. Але має місце вимагання у вигляді збору грошей до фонду школи. Куди йдуть гроші, не зрозуміло. Ставлення директора до батьків м'яко кажучи некоректне.",Complaint / Dissatisfaction,negative,negative
"Сьогодні подавали документи на перший паспорт дитини,все пройшло швидко,привітні працівники.дуже вдячні",Gratitude / Positive Feedback,positive,positive
"НЕ РЕКОМЕНДУЮ! Щоб перереєструвати автомобіль, персонал із похмурим виглядом повідомляє про двомісячну чергу, а щоб зробити документи без черги повідомляють, що потрібно щось ""вирішувати"". Купівля продажу, яку сервісний центр повинен робити…",Complaint / Dissatisfaction,negative,negative
"Рекомендую юриста Олександра Павловича.
Допоміг домогтися рішення суду про перерахунок пенсії.
Дякую!!!",Gratitude / Positive Feedback,positive,positive
"Ходила в цей садочок у дитинстві, дуже багато спогадів. Місце, як і раніше, виглядає непогано, але у вихідні тут дуже порожньо",Neutral Comment,neutral,positive
"Дякуємо за допомогу! Олександр допоміг витягти чоловіка з військомату, де його незаконно утримували не давши повістку. Детально проконсультував і був постійно на зв’язку. Однозначно рекомендую 💪…",Gratitude / Positive Feedback,positive,positive
"Як можна поставити менше класів закладу, куди хочеш вступити?",Question / Request for Help,neutral,negative
"Ліва рука не знає що робит права. Вже 1.5 мц чекаю на рішення, а заява десь кружляе...",Complaint / Dissatisfaction,negative,negative
"Хочу подякувати компанїі UGK за якісну та швидке надання послуг. Обрала саме вас, так як ви експерти в своїй справі, та за ваш професійний підхід. Дякую за швидке вирішення всіх питань.  Окрема подяка Ірині, так як саме з нею контактувала…",Gratitude / Positive Feedback,positive,positive
"Дуже гарний цнап. Приємні враження. Все доступно, зручно, професійно та зрозуміло. Адміністратори ввічливі та людяні. Дякую. Всім рекомендую",Gratitude / Positive Feedback,positive,positive
Неможливо від слова зовсім додзвонитися до канцелярії!!!,Complaint / Dissatisfaction,negative,negative
"Звернувся для заміни номерного знаку, приїхав по талону, все вчасно , швидко, комфортно і прозоро. Дуже привітливі працівники.",Gratitude / Positive Feedback,positive,positive
Дуже домашня атмосфера. Викладачі – ерудовані інтелігенти. Творчі студенти.,Gratitude / Positive Feedback,positive,positive
"Мене з дружиною та дітьми тримають у підвалі, а я просто не задекларував причіп, памагіть!!!",Question / Request for Help,neutral,negative
"Замовляв послугу встановлення точок на полях, залишився задоволений, все швидко і якісно",Gratitude / Positive Feedback,positive,positive
"Чудовий інститут, викладачі ставляться з розумінням, скрізь чисто. В буфеті чудова жіночка яка продає смачні перекуси у вигляді сосисок в тісті.",Gratitude / Positive Feedback,positive,positive
"Один із найстаріших та найкрасивіших Університетів Харкова. Прекрасна архітектура будівлі, доглянута територія, сучасна бібліотека та новітні професії, які вивчають усередині будівлі. Тут проводять конференції та різноманітні спортивні змагання. Керівництво молодці крокують у ногу з часом.
@vet220",Gratitude / Positive Feedback,positive,positive
"Окреме спасибі кінологу Олександру! Олександр – справжній професіонал! Результат було видно вже після першого заняття! Заняття ефективні, цікаві. Олександр все докладно пояснює, дає грамотні поради. До собаки підхід відразу ж було знайдено. Рекомендую всім, хто потребує послуг з дресирування собак",Gratitude / Positive Feedback,positive,positive
"Чернівецький національний університет імені Юрія Федьковича — один із найстаріших класичних університетів в Україні. Розташований у величній будівлі сучасних Чернівців – комплексі, спорудженому в 1864-1882 рр. як резиденція митрополитів…",Neutral Comment,neutral,neutral
"Висококваліфіковані викладачі, чудова бібліотека з рідкісними виданнями, окремий корпус криміналістики. Вдячна за 5 років навчання й отримані грунтовні знання!",Gratitude / Positive Feedback,positive,positive
"Рекомендую цей Юр. факультет тим людям, які справді хочуть стати юристом.
У ХНПУ працюють дуже адекватні та висококваліфіковані викладачі, вони вчать думати, а не змушують зазубривати матеріал. Особисто собою відчуваю, що дуже виросла…",Gratitude / Positive Feedback,positive,positive
"Сьогодні перереєстровував автівку, все надосить високому рівні. Особлива подяка Інна Тищенко оператору робочого місця номер 3, людина тактовна, привітна, вічлива, працює швидко та із знанням справи. Дуже вдячний!",Gratitude / Positive Feedback,positive,positive
"Хочу звернути вашу увагу на те щоб ви своїх дітей НЕ навчали в Зололотоніському технікумі ветеринарної медицини так як вчителі деякі  в особі Інни Іванівни Кравченко яка  принижує цькує обзиває залякує дітей , їй тільки на фермі працювати а не з дітьми, не псуйте нерви ні собі ні дітям .НЕ РЕКОМЕНДУЮ.",Complaint / Dissatisfaction,negative,negative
Супер університет. Особливо факультет інформаційних технологій та систем.,Gratitude / Positive Feedback,positive,positive
"Жахливий університет! Використовують безкоштовну робочу силу за рахунок студентів! Сором! Ставлення викладачів не стерпне, маніпуляції на кожному кроці. При вступі обіцяли золоті гори, надурили з договором за ціну навчання. В гуртожитках…",Complaint / Dissatisfaction,negative,negative
"Пошкодуйте себе або своїх дітей, перш ніж думати про вступ до цього навчального закладу.",Complaint / Dissatisfaction,negative,negative
"саме тут, в 2014, була розроблена гра 5 ночей з фредді",Neutral Comment,neutral,positive
"Мені це сподобалося, кілька днів тому я зробив там татуювання, і я більш ніж ним задоволений, воно дуже добре заживає, і робота була виконана професійно. В магазині затишно та прохолодно. Я точно туди повернуся.",Gratitude / Positive Feedback,positive,positive
"Інтирер на території та в будівлі дуже гарний!
А ось свою соціальну функцію місце не виконує.",Complaint / Dissatisfaction,negative,positive
"Були на консультації у Валерії Юріївна по пенсійному праву.Відповіді на запитання отримали, дякую",Gratitude / Positive Feedback,positive,positive
Найкращій юридичний університет в Україні! Особливо Факультет Адвокатури.,Gratitude / Positive Feedback,positive,positive
"Перший і другий закордонний оформляла тут біометричний паспорт дитині - і щоразу позитивні емоції від спілкування з персоналом. Жодної грубості, все тихо, мило і з усмішкою. І пожартувати встигали і всі необхідні документи оформити. Дуже рятує попередній запис через сайт, якщо і довелося чекати, то не більше 5 хвилин.",Gratitude / Positive Feedback,positive,negative
"Найкраща школа з найкращими вчителями. Високий рівень знань, затишна атмосфера, завжди підтримають, допоможуть, підуть на зустріч",Gratitude / Positive Feedback,positive,positive
"Була на консультації у юриста, Олега Вікторовича. Консультацією була дуже задоволена, все уважно пояснив і вирішив моє питання. Рекомендую до співпраці.",Gratitude / Positive Feedback,positive,positive
"Порядку немає, черга йде не поспіль, довго доведеться чекати",Complaint / Dissatisfaction,negative,negative
"Була на інтенсиві Акторська + Ораторська. Викладачі відмінні, здобула неймовірний досвід! Крутий вихід із зони комфорту, який дарує купу позитивних емоцій і з'являється відчуття, що і гори можна згорнути :)",Gratitude / Positive Feedback,positive,positive
Надя Безрук явно бреше. У коледжі взагалі немає бюджету. Або вона просто помилилася і пишить про інший коледж.,Complaint / Dissatisfaction,negative,negative
"Щира подяка за чудове обслуговування! Оперативно, швидко, професійно! Ніякої бюрократії! Дуже продуманий сервіс.",Gratitude / Positive Feedback,positive,positive
"Все чудово, прийшов запитав, отримав кваліфіковану відповідь)))",Gratitude / Positive Feedback,positive,positive
"Якісна консультація по будь-яким питанням.
Рекомендую!!!",Gratitude / Positive Feedback,positive,positive
"6 простих ранкових практик, які при щоденному виконанні дійсно можуть змінити життя на краще",Suggestion / Idea,neutral,positive
"Хочу подякувати Денису Всеволодовичу за професіоналізм, за все пояснення та ризики. Зверталися і звертатимемося всією сім'єю! Дякую за ваше терпіння",Gratitude / Positive Feedback,positive,positive
"Подобається податкова. Кваліфіковані спеціалісти. Завжди допоможуть, якщо питання все роз'яснять.",Gratitude / Positive Feedback,positive,positive
"Закінчила вуз у 2004 році, факультет облік та аудит. Освіта ніяка, практики немає від слова зовсім. Дуже шкода, що вчасно не пішла і здобула зовсім ідіотську професію. Соромно визнавати, де навчалася, оскільки цей виш часто порівнюють із просто приємним проведенням часу. Не розумію, як це диво стало національним університетом.",Complaint / Dissatisfaction,negative,negative
"Здавала практичний іспит в  даному сервісному центрі.Все швидко, чітко та без черг.Привітний колектив, професійний інспектор.
Дякую💜…",Gratitude / Positive Feedback,positive,positive
"Звернулася до Центру правової допомоги,по питанню земельного права. Консультувала Валерія Павлівна, майстер своєї справи.Все доступно роз'яснила,побудувала декілька планів по вирішенню мого питання.Консультацією повністю задоволена,надіюсь на подальшу співпрацю.",Gratitude / Positive Feedback,positive,positive
"Завищені ціни,довго чекали на трансфер до двох годин,нікому не рекомендую",Complaint / Dissatisfaction,negative,negative
"Дуже швидко, без черг та зайвої метушні. Дякую адміністратору Лейчуку Руслану Миколайовичу за професіоналізм та доброзичливість)",Gratitude / Positive Feedback,positive,positive
"Так швидко минуло 5 років від випуску...Залюбки б знову побувала на парах😊 Кожного дня хочеться дякувати за здобуті знання на факультеті іноземних мов. Досі все в голові, залишається лише удосконалювати, що набагато легше, чим починати з…",Gratitude / Positive Feedback,positive,positive
"Сказати, що враження після подання документів у Київському районі на закордонний паспорт – негативні, це ще нічого не сказати. Персонал не має жодного уявлення про етикет на робочому місці.…",Complaint / Dissatisfaction,negative,negative
"Дякую  Вашій співробітниці, що допомогла сьогодні  і зареєструватися, і проплатити. Гарного настрою Вам і натхнення у праці.",Gratitude / Positive Feedback,positive,positive
"Я дуже боюся, що ще трошки та народ почне руйнувати це приміщення. Це не людськи умови.  Люди займаюсь чергу у 6  ранку, та до 17:00 вони не проходять. Туалет закрито . Бабусі та дідусі чекають по 12 годин без води та їжі! Особливих дітей…",Complaint / Dissatisfaction,negative,negative
"Доброго дня, підкажіть будь ласка , дії комісії по є відновленню! Наш будинок (приватний) повністю зруйнований , була комісія яка надала акт , де зазначено категорію руйнувань (у нас третя) не підлягає відбудові! Прийшла комісія на компенсацію , каже що цей акт не актуальний, треба акт технічний , з проектом будинку ,без нього програма компенсації не працює! Дають контакт людини яка робить цей проект , вартість його послуг 150 тисяч гривень! Питання , чи правомірні дії комісії , у мене є всі докупити стосовно будинку , його технічний паспорт, площа невже цього замало ? Куди звертатися ?  (Харківська область )",Question / Request for Help,neutral,neutral
"Я правильно зрозумів, люди відмовились від компенсації держави через єВідновлення і вимагають її від Вілкула ? Чи все таки, вони хочу одразу на «два стільця» ?",Question / Request for Help,neutral,neutral
Кіт Кексік дякує Тані та весь песонал центру за надану увагу і можливість знайти сім'ю.,Gratitude / Positive Feedback,positive,positive
"Рідна Альма-матер. Універ з гарною навчальною і побутовою базою. Велике студ.містечко з жосить комфортними общагами. Сам універ з багатьма корпусами по фокультетах, великою кількістю прикладних матеріалів, стендів, експонатів,…",Gratitude / Positive Feedback,positive,positive
"Супер! Дуже швидко та професійно, та до того ж і каву Lavazza відмінну можна купити.",Gratitude / Positive Feedback,positive,positive
"Навряд чи вам допоможуть, якщо щось термінове! Затопіть всіх, поки вони прокинуться в 8 і аварійка без них ніхрена не може!",Complaint / Dissatisfaction,negative,negative
Була на консультації у Валерії Юріївни дуже все сподобалося,Gratitude / Positive Feedback,positive,positive
"Жах, повний жах!черга просувається неможливо довго,сиділа в очікуванні годину!в холі приміщення бігає прибиральниця зі шваброю та миє підлогу під ногами та навколо відвідувачів,як в старі радянські часи. Персонал не привітний. Стара система в новій обкладинці",Complaint / Dissatisfaction,negative,negative
"Дякую за кваліфіковану консультацію Панасенко В.М., за її чемність, людяність та гарне ставлення до відвідувачів.",Gratitude / Positive Feedback,positive,positive
Дякую відділу оформлення біометричних паспортів за креативний підхід до вирішення питання обов'язкового надання послуги. Молодці.,Gratitude / Positive Feedback,positive,positive
"Електронна черга, безкоштовна консультація та користування комп'ютером, санвузлом; сучасний ремонт, їдальня - як кажуть все для людей - головне щоб податки вчасно декларували та платили)",Gratitude / Positive Feedback,positive,negative
"Хочу висловити свою подяку співробітниці Черкаського ЦНАП Гончарук Ірині.  Все зробила швидко, якісно. Всім рекомендую",Gratitude / Positive Feedback,positive,positive
"Самий кращий навчальний заклад!
Дякую всім викладачам за отримання чудової професії.",Gratitude / Positive Feedback,positive,positive
Школа одна з найкращих. Педколектив і директор фахівці своєї справи. Кожного дня ці люди роблять максимум щоб учням було комфортно і затишно навчатись,Gratitude / Positive Feedback,positive,positive
"Студентські роки просто незабутні. Час формування та становлення. Я пам'ятаю, як навчав хімію і читав Шекспіра на першому курсі. Як шукав сенс життя на другому і прийшов до віри в Ісуса Христа. Як закохувався і остигав у своїх почуттях. Як…",Gratitude / Positive Feedback,positive,positive
"Навчаюся в Комп'ютерній академії вже близько п'яти з половиною років, жодного разу не пошкодувала про вступ сюди)
Вже останній рік мого навчання, тому можу сказати з упевненістю, що академія дала мені величезний багаж знань, які обов'язково стануть у нагоді мені в майбутньому.",Gratitude / Positive Feedback,positive,positive
"Дуже чудовий сервісний центр,всим задоволена,все доступно пояснюють і вирішують питання.Дякую фахівцям за чудову роботу",Gratitude / Positive Feedback,positive,positive
Не можу до вас додзвонитися. Відповідає що номер не існує або не вірно набраний,Complaint / Dissatisfaction,negative,negative
Була на консультації у юриста Станіслава Васильовича надав всі відповіді на мої поставлені запитання. Консультацією задоволена. Рекомендую юриста Станіслава Васильовича.,Gratitude / Positive Feedback,positive,positive
"Незважаючи на певні незручності через ремонт приміщення, реєстратори працюють відмінно. Особливо на 20 місці 👍Дякую…",Gratitude / Positive Feedback,positive,positive
"Дуже задоволений, працівники сервісного центру просто супер, рекомендую!)))",Gratitude / Positive Feedback,positive,positive
Хамство починаючи з керівника закінчуючи  підлеглими.Повне відчуття безкарності.,Complaint / Dissatisfaction,negative,negative
"Доброго дня, отримала таке повідомлення. Підскажіть це справжня допомога чи розводять на гроші?",Question / Request for Help,neutral,neutral
"Закінчив малу академію, системне адміністрування та продовжую вчитися програмування. Академія допоможе структурувати ваші знання і допоможе заглибитися в речах, що вас цікавлять.",Gratitude / Positive Feedback,positive,positive
"сьогодні Майстер Ася робила мені прокол септум, процедура пройшла успішно і люди у закладі дуже приємні",Gratitude / Positive Feedback,positive,positive
"Екскурсія була 60 грн з людини якщо більше 8 осіб, до 8, 80 грн
Якщо просто погуляти по території 50 грн, як на мене погуляти за 50 грн це неправильно.",Complaint / Dissatisfaction,negative,negative
"Хочеться сказати, що онлайн навчання це не навчання, перший урок задали квест, який не кожен дорослий подужає, я вже не говорю про 9-річну дитину",Complaint / Dissatisfaction,negative,negative
"Вчимося в академії перший рік, дитині поки що подобається. Заняття цікаві.",Gratitude / Positive Feedback,positive,positive
"Вітаю, була на прийомі в юриста Максима Сергійовича. Консультація сподобалась, юрист знавець своєї справи, ґрунтовно все пояснив і зараз допомагає з вирішенням питання. Буду звертатись повторно обов'язково!)",Gratitude / Positive Feedback,positive,positive
"Склала практичний іспит з 2 разу, хочу подякувати інспектору Олександру Тарнопольському за ввічливість, спокій, позитив та відсутність тиску і нагнітання. Дівчатка дуже стараються та тримають планку.",Gratitude / Positive Feedback,positive,positive
